Layers;loss;optimizer;metrics;learningRate;epochs;batchSize;testName;indiv_id;valAccuracy;valLoss;trainAccuracy;trainLoss;runTime
"{'neurons': 46, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 2500, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 10, 'activation': 'softmax', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False}";categorical_crossentropy;Adam(lr=0.001);accuracy;0.001;30;500;Regu;69776;0.5220000147819519;1.3778444600105286;0.595;1.137;00:01:16
