Layers;loss;optimizer;metrics;learningRate;epochs;batchSize;testName;indiv_id;valAccuracy;valLoss;trainAccuracy;trainLoss;runTime
"{'neurons': 1, 'activation': 'tanh', 'dropOut': False};{'neurons': 10, 'activation': 'softmax', 'dropOut': False}";categorical_crossentropy;SGD(lr=0.0001);accuracy;0.0001;135;500;Simple Linear Model;136068;0.18289999663829803;2.060351402759552;0.182;2.064;00:02:26
