Layers;loss;optimizer;metrics;learningRate;epochs;batchSize;testName;indiv_id;valAccuracy;valLoss;trainAccuracy;trainLoss;runTime
"{'neurons': 2048, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 1024, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 512, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 10, 'activation': 'softmax', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False}";categorical_crossentropy;Adam(lr=0.0001);accuracy;0.0001;25;500;MLP Without regu;47281;0.5356000065803528;1.3775295841693878;0.666;0.941;00:07:14
