Layers;loss;optimizer;metrics;learningRate;epochs;batchSize;testName;indiv_id;valAccuracy;valLoss;trainAccuracy;trainLoss;runTime
"{'neurons': 1, 'activation': 'tanh', 'dropOut': False};{'neurons': 10, 'activation': 'softmax', 'dropOut': False}";categorical_crossentropy;SGD(lr=0.0001);accuracy;0.0001;35;500;Simple Linear Model;700569;0.18240000307559967;2.08202874481678;0.179;2.079;00:00:36
