Layers;loss;optimizer;metrics;learningRate;epochs;batchSize;testName;indiv_id;valAccuracy;valLoss;trainAccuracy;trainLoss;runTime
"{'neurons': 2048, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 10, 'activation': 'relu', 'dropOut': 0.3, 'kernel_regularizer': 'regularizers.l1(0.0001)', 'activity_regularizer': False};{'neurons': 512, 'activation': 'relu', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False};{'neurons': 10, 'activation': 'softmax', 'dropOut': False, 'kernel_regularizer': False, 'activity_regularizer': False}";categorical_crossentropy;Adam(lr=0.0001);accuracy;0.0001;25;200;MLP dropout;245392;0.5102999806404114;1.3817539751529693;0.506;1.374;00:08:20
